location;chrom;start;end;CIRCexplorer2_name;CircBank_Name;S04_P;S05_P;S14_P;S19_P;S16_N;S02_N;S23_N;S07_N
chr15:77046148-77067458;chr15;77046148;77067458;HSA_CIRCpedia_15764;hsa_circSCAPER_012;NA;NA;3;4;NA;2;NA;NA
chr19:8612919-8617048;chr19;8612919;8617048;hsa_circ_0049079;hsa_circMYO1F_007;NA;5;1;NA;NA;1;NA;NA
chr7:155457868-155499762;chr7;155457868;155499762;HSA_CIRCpedia_57337;hsa_circRBM33_009;NA;NA;1;NA;NA;NA;NA;NA
chr22:29090019-29091861;chr22;29090019;29091861;HSA_CIRCpedia_36243;hsa_circCHEK2_009;NA;NA;3;NA;NA;NA;3;NA
chr5:133534776-133541822;chr5;133534776;133541822;HSA_CIRCpedia_50199;hsa_circPPP2CA_002;NA;NA;1;4;NA;NA;NA;2
chr4:56277780-56284152;chr4;56277780;56284152;HSA_CIRCpedia_48860;hsa_circTMEM165_005;44;48;26;41;15;18;29;33
chr16:23999828-24046868;chr16;23999828;24046868;HSA_CIRCpedia_17062;hsa_circPRKCB_007;8;9;9;14;4;2;7;NA
chr12:69644908-69656342;chr12;69644908;69656342;HSA_CIRCpedia_9469;hsa_circCPSF6_006;18;31;17;26;6;4;18;21
chr1:150198939-150201570;chr1;150198939;150201570;HSA_CIRCpedia_113915;NA;5;2;5;4;NA;NA;3;5
chr17:1257504-1265302;chr17;1257504;1265302;HSA_CIRCpedia_19269;hsa_circYWHAE_008;NA;NA;3;1;NA;NA;NA;NA
chr14:93022095-93081824;chr14;93022095;93081824;HSA_CIRCpedia_13464;NA;NA;NA;1;NA;NA;NA;NA;NA
chr3:43591211-43602894;chr3;43591211;43602894;HSA_CIRCpedia_45674;hsa_circANO10_026;NA;NA;1;NA;NA;NA;NA;NA
chr13:22028666-22029605;chr13;22028666;22029605;hsa-circ-intronic.20593_P;NA;2;NA;6;NA;NA;NA;1;NA
chr16:28965885-28970421;chr16;28965885;28970421;HSA_CIRCpedia_17328;hsa_circNFATC2IP_003;NA;1;2;NA;NA;2;1;NA
chr5:75948574-75961000;chr5;75948574;75961000;HSA_CIRCpedia_147120;hsa_circIQGAP2_007;3;NA;2;NA;NA;2;NA;1
chr10:909682-916023;chr10;909682;916023;HSA_CIRCpedia_2670;NA;NA;NA;1;1;NA;NA;1;NA
chr15:58913669-58936177;chr15;58913669;58936177;HSA_CIRCpedia_14891;hsa_circADAM10_012;6;5;9;5;4;NA;4;3
chr20:21306916-21314823;chr20;21306916;21314823;HSA_CIRCpedia_33493;hsa_circXRN2_003;2;NA;1;1;NA;NA;NA;NA
chr2:183993014-183995273;chr2;183993014;183995273;HSA_CIRCpedia_38839;hsa_circNUP35_003;4;6;5;8;6;6;8;8
chr2:190569748-190571872;chr2;190569748;190571872;HSA_CIRCpedia_93184;hsa_circANKAR_009;NA;NA;1;NA;NA;NA;NA;NA
chr7:114619560-114621476;chr7;114619560;114621476;hsa-circ-MDFIC-overlap.3;NA;NA;NA;1;NA;NA;NA;NA;NA
chr15:93498652-93510743;chr15;93498652;93510743;HSA_CIRCpedia_152475;hsa_circCHD2_046;4;1;7;3;7;1;1;1
chr22:26074782-26091181;chr22;26074782;26091181;HSA_CIRCpedia_36193;hsa_circADRBK2_033;3;3;2;1;NA;NA;NA;3
chr20:33077070-33080402;chr20;33077070;33080402;HSA_CIRCpedia_33826;hsa_circITCH_066;2;4;11;13;7;3;4;4
chr17:78919466-78931530;chr17;78919466;78931530;HSA_CIRCpedia_22719;NA;NA;NA;1;2;NA;NA;NA;NA
chr3:10188197-10192502;chr3;10188197;10192502;hsa-circ-VHL-overlap.1;NA;NA;NA;1;NA;NA;NA;NA;NA
chr7:894556-897594;chr7;894556;897594;HSA_CIRCpedia_59216;hsa_circSUN1_016;NA;1;5;2;NA;4;NA;NA
chr17:73234732-73242877;chr17;73234732;73242877;HSA_CIRCpedia_22349;NA;NA;NA;1;NA;NA;NA;NA;NA
chr16:71780490-71784235;chr16;71780490;71784235;HSA_CIRCpedia_18624;hsa_circAP1G1_040;NA;NA;1;NA;NA;NA;NA;NA
chr17:33849297-33849988;chr17;33849297;33849988;HSA_CIRCpedia_20231;hsa_circ_chr17_00080;2;3;7;6;4;9;10;4
chr8:37623043-37623873;chr8;37623043;37623873;HSA_CIRCpedia_60919;hsa_circPROSC_002;31;39;19;42;10;16;34;20
chr19:10781191-10782211;chr19;10781191;10782211;HSA_CIRCpedia_86355;NA;NA;NA;1;3;NA;NA;NA;NA
chr9:4684876-4685158;chr9;4684876;4685158;HSA_CIRCpedia_64209;NA;NA;NA;1;NA;NA;NA;NA;NA
chr4:147204343-147215247;chr4;147204343;147215247;HSA_CIRCpedia_47582;hsa_circSLC10A7_013;NA;NA;1;NA;NA;1;NA;NA
chr16:74678259-74683100;chr16;74678259;74683100;HSA_CIRCpedia_18740;NA;NA;NA;1;NA;NA;NA;NA;NA
chr9:17309055-17342442;chr9;17309055;17342442;HSA_CIRCpedia_63621;hsa_circCNTLN_006;2;3;5;NA;NA;2;3;3
chr1:21083658-21100103;chr1;21083658;21100103;HSA_CIRCpedia_29768;hsa_circHP1BP3_027;31;24;32;54;32;37;29;29
chr18:67562936-67614768;chr18;67562936;67614768;HSA_CIRCpedia_369351;NA;NA;NA;1;3;1;NA;NA;NA
chr12:112229109-112230586;chr12;112229109;112230586;HSA_CIRCpedia_72375;hsa_circALDH2_007;NA;NA;1;NA;NA;NA;NA;NA
chr8:141745349-141762415;chr8;141745349;141762415;HSA_CIRCpedia_60216;hsa_circPTK2_103;NA;NA;2;NA;NA;NA;3;1
chr17:80721840-80739597;chr17;80721840;80739597;HSA_CIRCpedia_22920;hsa_circTBCD_023;1;5;3;6;NA;NA;6;NA
chr7:131060182-131084192;chr7;131060182;131084192;HSA_CIRCpedia_56719;hsa_circMKLN1_013;19;4;5;9;16;NA;18;4
chr1:114986692-115007010;chr1;114986692;115007010;hsa-circ-TRIM33-overlap.1;NA;NA;NA;1;NA;NA;NA;NA;NA
chr22:42204878-42209826;chr22;42204878;42209826;HSA_CIRCpedia_36884;hsa_circCCDC134_005;5;8;3;7;8;4;4;4
chr1:233334684-233344435;chr1;233334684;233344435;HSA_CIRCpedia_30590;hsa_circPCNXL2_062;4;2;5;9;2;6;4;2
chrX:70640993-70644088;chrX;70640993;70644088;hsa-circ-TAF1-overlap.7;NA;NA;NA;1;NA;NA;NA;NA;NA
chr11:62396240-62396767;chr11;62396240;62396767;HSA_CIRCpedia_74159;NA;NA;NA;1;NA;NA;NA;NA;NA
chr11:47505004-47506075;chr11;47505004;47506075;HSA_CIRCpedia_4591;hsa_circCELF1_021;NA;NA;1;NA;NA;2;NA;NA
chr4:151719232-151729550;chr4;151719232;151729550;HSA_CIRCpedia_47689;hsa_circLRBA_103;2;NA;7;7;4;3;11;NA
chr3:128514202-128532314;chr3;128514202;128532314;hsa_circ_0001337;hsa_circRAB7A_006;4;4;1;NA;NA;NA;NA;NA
chr17:57153007-57181755;chr17;57153007;57181755;HSA_CIRCpedia_129854;NA;NA;NA;1;NA;NA;NA;NA;NA
chr7:129756284-129762042;chr7;129756284;129762042;HSA_CIRCpedia_56678;hsa_circKLHDC10_006;3;4;2;NA;7;NA;NA;NA
chr2:240929490-240960829;chr2;240929490;240960829;HSA_CIRCpedia_40248;hsa_circNDUFA10_008;NA;NA;2;NA;NA;NA;NA;NA
chr12:47497895-47610472;chr12;47497895;47610472;HSA_CIRCpedia_8507;NA;NA;NA;3;NA;NA;4;NA;NA
chr7:56123316-56127333;chr7;56123316;56127333;HSA_CIRCpedia_58325;NA;NA;NA;1;NA;NA;NA;NA;NA
chr1:70758070-70771973;chr1;70758070;70771973;HSA_CIRCpedia_32866;hsa_circANKRD13C_020;4;3;8;3;6;NA;NA;4
chr17:46474041-46489899;chr17;46474041;46489899;hsa-circ-SKAP1-overlap.10;NA;NA;NA;1;NA;7;NA;2;NA
chr11:36422546-36424928;chr11;36422546;36424928;HSA_CIRCpedia_4257;hsa_circPRR5L_004;NA;NA;4;5;2;NA;3;2
chr1:33407852-33411229;chr1;33407852;33411229;HSA_CIRCpedia_31469;hsa_circRNF19B_012;NA;NA;1;NA;NA;NA;NA;NA
chr11:128628009-128651918;chr11;128628009;128651918;HSA_CIRCpedia_3696;hsa_circFLI1_003;1;8;3;9;NA;2;7;7
chr6:15496362-15501640;chr6;15496362;15501640;HSA_CIRCpedia_54032;NA;NA;NA;1;NA;NA;NA;NA;NA
chr15:50781997-50782722;chr15;50781997;50782722;HSA_CIRCpedia_14653;hsa_circUSP8_022;NA;NA;1;NA;NA;NA;NA;NA
chr10:135209216-135216277;chr10;135209216;135216277;HSA_CIRCpedia_1050;hsa_circMTG1_001;NA;3;1;2;NA;NA;2;2
chrX:110961073-110988132;chrX;110961073;110988132;HSA_CIRCpedia_65019;NA;NA;NA;2;NA;NA;NA;NA;NA
chr1:31810021-31821821;chr1;31810021;31821821;HSA_CIRCpedia_31358;hsa_circZCCHC17_008;3;7;4;7;2;6;9;5
chr7:135095273-135107102;chr7;135095273;135107102;HSA_CIRCpedia_121824;hsa_circCNOT4_006;NA;NA;2;NA;NA;NA;NA;NA
chr11:65960956-65978730;chr11;65960956;65978730;HSA_CIRCpedia_5120;hsa_circPACS1_003;NA;NA;5;NA;NA;NA;2;NA
chr1:198201682-198233365;chr1;198201682;198233365;HSA_CIRCpedia_29382;hsa_circNEK7_006;3;6;5;5;2;2;1;NA
chr11:34952950-35006275;chr11;34952950;35006275;HSA_CIRCpedia_4212;hsa_circPDHX_006;5;NA;4;5;NA;6;4;NA
chr7:18705835-18706099;chr7;18705835;18706099;HSA_CIRCpedia_57557;hsa_circHDAC9_021;16;3;7;4;3;4;5;3
chr3:155611306-155629068;chr3;155611306;155629068;HSA_CIRCpedia_44138;hsa_circGMPS_006;2;2;2;4;2;4;NA;NA
chr4:56877577-56878151;chr4;56877577;56878151;HSA_CIRCpedia_48896;hsa_circCEP135_022;4;NA;7;8;6;NA;2;NA
chr11:128910822-128936763;chr11;128910822;128936763;HSA_CIRCpedia_3704;hsa_circARHGAP32_019;NA;NA;1;NA;NA;NA;NA;NA
chr20:43623730-43629994;chr20;43623730;43629994;HSA_CIRCpedia_34340;hsa_circSTK4_012;6;6;6;9;NA;NA;NA;NA
chr5:171482591-171484477;chr5;171482591;171484477;HSA_CIRCpedia_51171;hsa_circSTK10_008;22;18;15;31;5;12;16;6
chr22:28269725-28310335;chr22;28269725;28310335;HSA_CIRCpedia_36223;hsa_circPITPNB_006;NA;1;1;NA;NA;NA;NA;NA
chr17:28120137-28162569;chr17;28120137;28162569;hsa-circ-SSH2-overlap.4;NA;NA;NA;1;NA;NA;NA;NA;NA
chr14:91947919-91952074;chr14;91947919;91952074;HSA_CIRCpedia_13426;hsa_circSMEK1_005;11;4;11;14;10;2;9;3
chr16:69820898-69833198;chr16;69820898;69833198;HSA_CIRCpedia_18418;hsa_circWWP2_005;NA;NA;2;NA;NA;NA;NA;1
chr5:98228228-98230390;chr5;98228228;98230390;HSA_CIRCpedia_113747;hsa_circCHD1_011;2;NA;4;6;NA;1;2;1
chr19:55897333-55897681;chr19;55897333;55897681;hsa-circ-intronic.25726;NA;NA;NA;1;NA;NA;NA;NA;NA
chr1:78338685-78340796;chr1;78338685;78340796;hsa_circ_0005020;hsa_circFAM73A_031;NA;NA;1;NA;1;1;NA;NA
chr15:25599499-25605674;chr15;25599499;25605674;HSA_CIRCpedia_13768;hsa_circUBE3A_025;1;NA;1;3;1;1;NA;1
chr1:10155518-10165802;chr1;10155518;10165802;HSA_CIRCpedia_27044;hsa_circUBE4B_004;4;2;3;3;NA;7;6;2
chr20:34446223-34459751;chr20;34446223;34459751;HSA_CIRCpedia_33988;hsa_circPHF20_027;2;NA;9;9;2;4;13;2
chr20:57014000-57016139;chr20;57014000;57016139;HSA_CIRCpedia_34824;hsa_circVAPB_007;67;46;64;79;51;34;97;36
chr6:144835044-144838084;chr6;144835044;144838084;HSA_CIRCpedia_53781;hsa_circUTRN_053;6;4;4;5;1;7;3;1
chr11:76237505-76239510;chr11;76237505;76239510;HSA_CIRCpedia_5671;hsa_circC11orf30_025;2;NA;2;1;NA;1;3;2
chr9:97207245-97216352;chr9;97207245;97216352;HSA_CIRCpedia_64762;hsa_circHIATL1_017;NA;NA;2;NA;1;NA;NA;NA
chr15:63918183-63922834;chr15;63918183;63922834;HSA_CIRCpedia_15066;hsa_circHERC1_224;NA;NA;1;NA;NA;NA;NA;NA
chr2:85595808-85596953;chr2;85595808;85596953;HSA_CIRCpedia_42420;hsa_circELMOD3_006;NA;5;5;3;NA;3;NA;9
chr12:90049455-90049884;chr12;90049455;90049884;HSA_CIRCpedia_9749;hsa_circATP2B1_003;2;12;1;15;7;2;3;4
chr7:127326666-127361454;chr7;127326666;127361454;HSA_CIRCpedia_56485;hsa_circSND1_006;NA;NA;1;NA;NA;NA;NA;NA
chrX:64295353-64333693;chrX;64295353;64333693;hsa_circ_0002842;hsa_circTCONS_00017187_004;23;NA;30;37;15;9;14;9
chr15:90760670-90764997;chr15;90760670;90764997;HSA_CIRCpedia_16097;hsa_circSEMA4B_007;NA;6;6;8;NA;5;6;7
chr19:16503114-16506278;chr19;16503114;16506278;HSA_CIRCpedia_25033;hsa_circEPS15L1_008;NA;NA;1;NA;NA;NA;NA;NA
chr11:17190223-17191353;chr11;17190223;17191353;HSA_CIRCpedia_3870;hsa_circPIK3C2A_001;NA;NA;2;2;1;NA;NA;NA
chr11:9308001-9321248;chr11;9308001;9321248;HSA_CIRCpedia_6041;hsa_circTMEM41B_002;NA;3;2;4;NA;NA;7;3
chr17:33390594-33393485;chr17;33390594;33393485;hsa-circ-RFFL-overlap.10;NA;NA;1;3;6;1;NA;NA;2
chrX:154736558-154774938;chrX;154736558;154774938;HSA_CIRCpedia_65469;hsa_circTMLHE_006;1;5;3;NA;1;NA;NA;NA
chr6:7181356-7189555;chr6;7181356;7189555;HSA_CIRCpedia_55441;hsa_circRREB1_011;12;5;2;13;2;NA;5;1
chr1:235993525-235996967;chr1;235993525;235996967;HSA_CIRCpedia_30740;hsa_circLYST_002;8;27;5;10;11;10;22;7
chr19:8520288-8528570;chr19;8520288;8528570;HSA_CIRCpedia_26878;hsa_circHNRNPM_001;37;36;29;52;34;25;54;23
chr2:11361323-11364586;chr2;11361323;11364586;HSA_CIRCpedia_91384;NA;NA;NA;2;1;NA;NA;NA;NA
chr4:140810510-140812121;chr4;140810510;140812121;HSA_CIRCpedia_47496;hsa_circMAML3_007;4;4;4;2;3;6;4;2
chr9:5713895-5720750;chr9;5713895;5720750;HSA_CIRCpedia_111040;NA;NA;NA;1;NA;NA;NA;NA;NA
chr22:21157478-21159453;chr22;21157478;21159453;HSA_CIRCpedia_36012;NA;NA;NA;1;NA;NA;NA;NA;NA
chr1:21074036-21076375;chr1;21074036;21076375;HSA_CIRCpedia_29758;hsa_circHP1BP3_040;NA;NA;1;NA;NA;1;NA;NA
chr11:65161043-65161896;chr11;65161043;65161896;HSA_CIRCpedia_5064;NA;NA;NA;1;1;NA;NA;3;NA
chr22:46132847-46202902;chr22;46132847;46202902;hsa_circ_0004647;hsa_circATXN10_028;NA;NA;1;NA;NA;NA;NA;NA
chr8:42828431-42841938;chr8;42828431;42841938;HSA_CIRCpedia_61169;hsa_circHOOK3_056;NA;1;1;NA;NA;NA;NA;NA
chr9:123593608-123595734;chr9;123593608;123595734;HSA_CIRCpedia_62543;hsa_circPSMD5_004;5;4;8;7;7;3;9;NA
chr14:45715945-45716580;chr14;45715945;45716580;HSA_CIRCpedia_12191;hsa_circMIS18BP1_001;4;6;6;15;11;2;9;NA
chr22:32121523-32134897;chr22;32121523;32134897;HSA_CIRCpedia_36451;hsa_circPRR14L_001;1;2;5;NA;NA;NA;2;NA
chr20:33027959-33037285;chr20;33027959;33037285;HSA_CIRCpedia_33802;hsa_circITCH_032;1;NA;1;NA;NA;NA;NA;NA
chr3:155632207-155633981;chr3;155632207;155633981;HSA_CIRCpedia_44162;hsa_circGMPS_030;NA;NA;1;NA;NA;NA;NA;NA
chrX:154645235-154651369;chrX;154645235;154651369;hsa-circ-intronic.14327;hsa_circTCONS_00017391_002;NA;NA;1;NA;NA;NA;NA;NA
chr1:167663335-167667079;chr1;167663335;167667079;HSA_CIRCpedia_346488;hsa_circRCSD1_003;NA;NA;2;NA;NA;1;3;NA
chr16:58616696-58633415;chr16;58616696;58633415;HSA_CIRCpedia_167605;NA;NA;NA;1;NA;NA;NA;NA;NA
chr1:155317446-155319387;chr1;155317446;155319387;HSA_CIRCpedia_109645;hsa_circASH1L_063;NA;NA;1;1;NA;NA;NA;NA
chr19:14150319-14150722;chr19;14150319;14150722;HSA_CIRCpedia_24917;hsa_circIL27RA_002;9;5;18;10;4;2;20;9
chr15:62264823-62273677;chr15;62264823;62273677;HSA_CIRCpedia_15002;hsa_circVPS13C_031;NA;NA;2;NA;NA;1;NA;1
chr9:74309424-74313120;chr9;74309424;74313120;HSA_CIRCpedia_64384;hsa_circTMEM2_019;4;2;1;3;NA;1;NA;NA
chr9:2191265-2192802;chr9;2191265;2192802;hsa_circ_0006082;hsa_circSMARCA2_035;19;11;8;10;8;7;13;6
chr3:37336469-37343823;chr3;37336469;37343823;HSA_CIRCpedia_45521;hsa_circGOLGA4_012;NA;NA;1;NA;NA;NA;1;NA
chr19:34687538-34712643;chr19;34687538;34712643;HSA_CIRCpedia_25539;hsa_circLSM14A_011;NA;NA;1;1;NA;NA;NA;NA
chr11:108168013-108175579;chr11;108168013;108175579;HSA_CIRCpedia_3161;hsa_circATM_067;2;NA;1;NA;3;NA;NA;NA
chr6:43550743-43551388;chr6;43550743;43551388;hsa_circRNA_406784;hsa_circPOLH_002;NA;NA;1;NA;NA;NA;NA;NA
chr19:4053968-4055245;chr19;4053968;4055245;HSA_CIRCpedia_85886;hsa_circZBTB7A_002;8;30;3;9;6;4;6;2
chr5:131013395-131044965;chr5;131013395;131044965;HSA_CIRCpedia_50121;hsa_circFNIP1_023;24;14;19;32;20;5;33;21
chr16:69170598-69177292;chr16;69170598;69177292;HSA_CIRCpedia_18340;hsa_circCIRH1A_002;NA;NA;2;2;NA;NA;NA;NA
chr1:245006436-245012158;chr1;245006436;245012158;hsa-circ-COX20-antisense.4;NA;14;NA;28;NA;NA;NA;NA;6
chr19:23521528-23545527;chr19;23521528;23545527;hsa-circ-ZNF91-overlap.7;hsa_circZNF91_017;NA;4;2;NA;NA;NA;NA;NA
chr2:55804450-55806917;chr2;55804450;55806917;HSA_CIRCpedia_122383;hsa_circSMEK2_019;NA;NA;4;NA;NA;NA;NA;NA
chr12:53421565-53421972;chr12;53421565;53421972;HSA_CIRCpedia_8870;hsa_circEIF4B_031;16;1;9;14;10;12;17;12
chr3:37116514-37138151;chr3;37116514;37138151;HSA_CIRCpedia_45500;hsa_circLRRFIP2_012;NA;NA;3;2;NA;NA;NA;1
chr12:122242629-122255810;chr12;122242629;122255810;hsa-circ-SETD1B-overlap.2;NA;NA;NA;2;NA;NA;NA;NA;NA
chr15:93543741-93547981;chr15;93543741;93547981;HSA_CIRCpedia_152478;hsa_circCHD2_065;NA;NA;1;6;2;NA;NA;NA
chr1:52959282-52975384;chr1;52959282;52975384;HSA_CIRCpedia_32362;hsa_circZCCHC11_017;21;20;17;28;19;16;28;13
chr18:67788791-67795782;chr18;67788791;67795782;HSA_CIRCpedia_24236;hsa_circRTTN_027;3;4;3;1;NA;NA;NA;NA
chr17:43314647-43316432;chr17;43314647;43316432;HSA_CIRCpedia_21055;hsa_circFMNL1_005;8;9;4;6;2;9;3;9
chr17:33805093-33807214;chr17;33805093;33807214;HSA_CIRCpedia_20230;NA;8;5;25;22;9;26;27;15
chr6:155108994-155131342;chr6;155108994;155131342;HSA_CIRCpedia_54051;hsa_circSCAF8_035;1;1;1;NA;NA;NA;NA;NA
chr6:110988636-111095140;chr6;110988636;111095140;HSA_CIRCpedia_53310;hsa_circCDK19_007;NA;NA;1;1;NA;NA;1;NA
chr5:133493397-133509713;chr5;133493397;133509713;hsa_circ_0004145;hsa_circSKP1_006;23;9;9;14;NA;27;19;NA
chr13:114164552-114193822;chr13;114164552;114193822;HSA_CIRCpedia_10182;hsa_circTMCO3_025;NA;1;2;NA;NA;NA;NA;NA
chr19:12628558-12639510;chr19;12628558;12639510;hsa-circ-ZNF564-overlap.5;hsa_circZNF564_002;3;NA;7;10;NA;NA;NA;NA
chr9:20819794-20823114;chr9;20819794;20823114;HSA_CIRCpedia_63730;hsa_circKIAA1797_043;5;8;17;21;16;10;11;3
chr5:10213602-10227759;chr5;10213602;10227759;hsa_circ_0003698;hsa_circFAM173B_006;NA;1;4;NA;NA;1;NA;NA
chr12:28378727-28460682;chr12;28378727;28460682;HSA_CIRCpedia_8159;hsa_circCCDC91_003;8;NA;10;NA;NA;7;4;4
chr1:62160368-62175109;chr1;62160368;62175109;HSA_CIRCpedia_32603;hsa_circTM2D1_005;NA;NA;1;NA;NA;NA;NA;NA
chr15:102241288-102255166;chr15;102241288;102255166;HSA_CIRCpedia_13620;hsa_circTARSL2_007;3;NA;3;4;4;NA;3;NA
chr8:131124339-131138335;chr8;131124339;131138335;HSA_CIRCpedia_89684;NA;NA;1;2;NA;NA;NA;NA;NA
chr3:178626309-178627494;chr3;178626309;178627494;hsa_circ_0005093;hsa_circ_chr3_00054;NA;NA;2;1;NA;1;2;3
chr13:36886281-36886614;chr13;36886281;36886614;HSA_CIRCpedia_10627;hsa_circSPG20_004;NA;2;1;1;NA;NA;NA;NA
chr10:98303832-98336586;chr10;98303832;98336586;HSA_CIRCpedia_2926;hsa_circTM9SF3_007;NA;1;5;13;7;1;8;3
chr13:77841975-77870809;chr13;77841975;77870809;HSA_CIRCpedia_172954;NA;NA;NA;1;1;NA;NA;1;NA
chr18:74561481-74617371;chr18;74561481;74617371;hsa_circ_0047975;hsa_circZNF236_017;NA;NA;1;NA;NA;NA;NA;NA
chr3:184603744-184618760;chr3;184603744;184618760;hsa-circ-VPS8-overlap.15;hsa_circVPS8_027;NA;3;2;NA;NA;NA;2;NA
chr5:50045984-50059076;chr5;50045984;50059076;HSA_CIRCpedia_51899;hsa_circPARP8_002;31;13;17;30;12;13;31;13
chr17:59152280-59161925;chr17;59152280;59161925;HSA_CIRCpedia_21787;hsa_circBCAS3_047;NA;2;3;NA;NA;1;NA;NA
chr10:124151818-124166189;chr10;124151818;124166189;HSA_CIRCpedia_77128;hsa_circPLEKHA1_004;NA;NA;1;NA;NA;NA;NA;NA
chr5:82832825-82838087;chr5;82832825;82838087;HSA_CIRCpedia_52870;hsa_circVCAN_009;26;100;16;61;19;11;34;47
chr1:168007608-168014465;chr1;168007608;168014465;HSA_CIRCpedia_28605;hsa_circDCAF6_030;2;NA;1;NA;NA;2;2;NA
chr11:34107610-34112225;chr11;34107610;34112225;HSA_CIRCpedia_4167;hsa_circCAPRIN1_034;NA;NA;1;NA;NA;NA;NA;NA
chr16:3799627-3820987;chr16;3799627;3820987;HSA_CIRCpedia_17555;hsa_circCREBBP_032;NA;NA;1;NA;NA;NA;2;NA
chr13:113170753-113181798;chr13;113170753;113181798;HSA_CIRCpedia_10108;hsa_circTUBGCP3_022;11;12;5;19;3;2;9;9
chrX:50965483-50967073;chrX;50965483;50967073;hsa-circ-intronic.38101;hsa_circ_chrX_00112;2;NA;2;2;NA;NA;2;NA
chr20:23370582-23383709;chr20;23370582;23383709;HSA_CIRCpedia_33513;hsa_circNAPB_001;6;NA;5;NA;2;7;NA;NA
chr7:24663284-24690331;chr7;24663284;24690331;HSA_CIRCpedia_57715;hsa_circMPP6_020;27;8;16;19;26;33;NA;17
chr11:128963515-128994789;chr11;128963515;128994789;HSA_CIRCpedia_3709;hsa_circARHGAP32_011;1;NA;2;NA;NA;NA;NA;NA
chr2:169018296-169023917;chr2;169018296;169023917;HSA_CIRCpedia_38449;hsa_circSTK39_011;9;4;11;16;9;7;6;NA
chr11:95546095-95546753;chr11;95546095;95546753;HSA_CIRCpedia_6166;hsa_circCEP57_003;7;NA;10;17;1;5;8;3
chr9:79829244-79842401;chr9;79829244;79842401;HSA_CIRCpedia_64445;hsa_circVPS13A_009;10;7;4;11;NA;NA;NA;6
chr16:1364020-1370518;chr16;1364020;1370518;HSA_CIRCpedia_16387;hsa_circUBE2I_004;6;NA;4;NA;4;2;2;2
chr10:32197099-32199491;chr10;32197099;32199491;HSA_CIRCpedia_1491;hsa_circARHGAP12_003;25;31;32;75;36;31;39;26
chr12:3907824-3973123;chr12;3907824;3973123;hsa-circ-PARP11-overlap.4;hsa_circPARP11_005;NA;NA;1;NA;NA;NA;NA;NA
chr3:128514202-128526514;chr3;128514202;128526514;HSA_CIRCpedia_43477;hsa_circRAB7A_005;2;NA;1;NA;NA;5;4;1
chr1:58992932-59002413;chr1;58992932;59002413;HSA_CIRCpedia_32525;hsa_circOMA1_009;5;6;3;3;2;5;8;2
chr10:17746429-17747740;chr10;17746429;17747740;HSA_CIRCpedia_1150;hsa_circSTAM_016;14;14;7;12;9;3;37;13
chr3:142462326-142467302;chr3;142462326;142467302;HSA_CIRCpedia_43932;hsa_circTRPC1_012;NA;1;5;2;NA;NA;NA;2
chr6:24830736-24832619;chr6;24830736;24832619;HSA_CIRCpedia_54654;hsa_circFAM65B_008;NA;NA;2;1;NA;NA;NA;NA
chr2:242194465-242202341;chr2;242194465;242202341;HSA_CIRCpedia_40322;hsa_circHDLBP_011;NA;NA;1;NA;NA;NA;NA;NA
chr7:66532271-66548526;chr7;66532271;66548526;HSA_CIRCpedia_58604;hsa_circTYW1_017;NA;NA;1;NA;NA;NA;NA;NA
chr22:21288066-21288532;chr22;21288066;21288532;HSA_CIRCpedia_36027;hsa_circCRKL_002;16;11;32;37;5;5;21;14
chrX:13762533-13767652;chrX;13762533;13767652;HSA_CIRCpedia_65296;hsa_circOFD1_005;2;NA;2;3;NA;NA;NA;NA
chr10:43650344-43654379;chr10;43650344;43654379;HSA_CIRCpedia_1661;hsa_circCSGALNACT2_001;19;14;9;43;7;39;15;14
chr22:38083916-38084999;chr22;38083916;38084999;HSA_CIRCpedia_36622;hsa_circNOL12_002;6;12;7;7;2;NA;8;8
chr19:33132929-33134537;chr19;33132929;33134537;HSA_CIRCpedia_25477;hsa_circANKRD27_019;NA;NA;1;NA;NA;NA;NA;NA
chr17:5241313-5264970;chr17;5241313;5264970;hsa-circ-RABEP1.84;NA;NA;NA;2;NA;NA;NA;NA;NA
chr17:57814813-57895134;chr17;57814813;57895134;HSA_CIRCpedia_21668;hsa_circVMP1_021;8;5;3;6;2;1;NA;NA
chr18:23612362-23637706;chr18;23612362;23637706;HSA_CIRCpedia_23528;hsa_circSS18_014;1;NA;1;NA;NA;NA;NA;NA
chr5:37115061-37121886;chr5;37115061;37121886;HSA_CIRCpedia_51691;hsa_circC5orf42_099;1;NA;2;NA;NA;NA;NA;NA
chr19:49838970-49842193;chr19;49838970;49842193;HSA_CIRCpedia_26422;hsa_circCD37_001;NA;2;1;NA;NA;NA;NA;NA
chrX:106272356-106273545;chrX;106272356;106273545;hsa-circ-intronic.37701;hsa_circ_chrX_00099;NA;NA;2;NA;NA;4;NA;NA
chr9:111812562-111835718;chr9;111812562;111835718;HSA_CIRCpedia_62167;hsa_circC9orf5_050;8;6;2;9;9;4;6;6
chr3:180665652-180667131;chr3;180665652;180667131;HSA_CIRCpedia_44572;hsa_circFXR1_007;8;5;2;8;2;NA;8;7
chr1:100960373-100964818;chr1;100960373;100964818;HSA_CIRCpedia_27018;hsa_circCDC14A_014;7;NA;2;NA;5;2;2;NA
chr13:95813442-95839146;chr13;95813442;95839146;HSA_CIRCpedia_151558;hsa_circABCC4_032;NA;NA;2;NA;NA;NA;NA;NA
